#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Secreted_PRU_jgi_Orpsp1_1_1178757_evm.model.c7180000066629.1 -          DUF5348              PF17295.4    0.00071   14.1   1.2    0.0015   13.1   0.0   2.2   2   0   0   2   2   2   1 -
Secreted_THA_XP_024780486.1 -          DUF5349              PF17298.4        9.1    0.4  20.7        13   -0.1  20.7   1.3   1   0   0   1   1   1   0 -
Secreted_PRU_jgi_Orpsp1_1_1178674_evm.model.c7180000066294.1 -          DUF5484              PF17583.4     0.0081   10.4   6.2     0.022    9.0   0.1   3.6   3   1   0   3   3   3   2 -
Secreted_CTH_jgi_Conth1_362160_estExt_Genemark1.C_50073 -          DUF5734              PF19005.2     0.0029   12.5   0.3    0.0085   11.0   0.3   1.8   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1179675_evm.model.c7180000070299.1 -          DUF5852              PF19170.2    3.7e-05   18.0  21.4   6.7e-05   17.1  21.4   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1174935_evm.model.c7180000052010.1 -          DUF5894              PF19246.1     0.0005   14.2   0.1      0.71    4.1   0.0   3.4   3   0   0   3   3   3   2 -
Secreted_PRU_jgi_Orpsp1_1_1176933_evm.model.c7180000059546.1 -          DUF5894              PF19246.1     0.0005   14.2   0.1      0.71    4.1   0.0   3.4   3   0   0   3   3   3   2 -
Secreted_PRU_jgi_Orpsp1_1_1175005_evm.model.c7180000052288.1 -          DUF5894              PF19246.1     0.0023   12.1   1.3       0.1    6.8   0.2   2.5   2   0   0   2   2   2   2 -
Secreted_AAM_KAG0255110.1 -          DUF5948              PF19373.1    0.00033   15.3   2.6   0.00033   15.3   2.6   1.7   2   0   0   2   2   2   1 -
Secreted_MAN_KID71615.1 -          DUF5998              PF19461.1        4.5    1.4  15.2      0.36    5.0   0.5   3.0   3   0   0   3   3   3   0 -
Secreted_FPI_EPS93503.1 -          DUF6223              PF19733.1       0.28    6.1  16.1      0.37    5.7   6.3   2.6   2   0   0   2   2   2   0 -
Secreted_PRU_jgi_Orpsp1_1_1178757_evm.model.c7180000066629.1 -          DUF6330              PF19855.1    9.7e-05   16.8   0.2   0.00022   15.7   0.2   1.6   1   0   0   1   1   1   1 -
Secreted_NCR_XP_960694.2 -          DUF6336              PF19862.1    0.00013   16.8   0.8     0.058    8.2   0.1   2.2   2   0   0   2   2   2   2 -
Secreted_POR_XP_003708920.1 -          DUF6413              PF19951.1    3.1e-24   80.2   9.6   3.6e-24   80.0   9.6   1.0   1   0   0   1   1   1   1 -
Secreted_THA_XP_024780486.1 -          DUF6465              PF20069.1          3    2.5  15.6       4.7    1.8  15.6   1.3   1   0   0   1   1   1   0 -
Secreted_PIN_XP_002901559.1 -          DUF6529              PF20139.1     0.0025   12.0   0.0    0.0035   11.5   0.0   1.1   1   0   0   1   1   1   1 -
Secreted_CIM_XP_001246119.2 -          DUF6535              PF20153.1        2.1    2.8   9.1       2.7    2.5   0.1   2.1   1   1   1   2   2   2   0 -
Secreted_RMI_XP_023462805.1 -          DUF908               PF06012.14     0.029    8.3   6.9      0.04    7.8   6.9   1.1   1   0   0   1   1   1   0 -
Secreted_RIR_XP_025177017.1 -          ECSCR                PF15820.7    0.00097   13.5   1.4    0.0019   12.6   1.4   1.4   1   0   0   1   1   1   1 -
Secreted_DDI_XP_646066.1 -          EGF_2                PF07974.15   0.00018   16.4   1.5   0.00049   15.0   1.5   1.8   1   0   0   1   1   1   1 -
Secreted_DDI_XP_646066.1 -          EGF_Tenascin         PF18720.3      0.013   10.2   3.8     0.031    9.0   3.8   1.6   1   0   0   1   1   1   0 -
Secreted_CTH_jgi_Conth1_362160_estExt_Genemark1.C_50073 -          EphA2_TM             PF14575.8    0.00013   17.3   0.0    0.0032   12.8   0.0   2.5   2   0   0   2   2   2   1 -
Secreted_FFL_RSL81790.1                                 -          EphA2_TM             PF14575.8     0.0012   14.1   0.0    0.0024   13.2   0.0   1.5   1   0   0   1   1   1   1 -
Secreted_PEF_RQM15584.1                                 -          EphA2_TM             PF14575.8     0.0033   12.7   0.0     0.045    9.1   0.0   2.4   2   0   0   2   2   2   1 -
Secreted_CPA_KAF3769176.1                               -          EphA2_TM             PF14575.8     0.0043   12.4   0.0     0.047    9.0   0.0   2.2   2   0   0   2   2   2   1 -
Secreted_MAN_KID71615.1 -          ESAG1                PF03238.15       1.4    2.9  13.9      0.37    4.7   0.6   3.6   1   1   2   4   4   4   0 -
Secreted_PRU_jgi_Orpsp1_1_1188730_evm.model.d7180000066803.1 -          Esterase             PF00756.22   2.7e-23   77.4   0.0   3.7e-23   77.0   0.0   1.4   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1186991_evm.model.d7180000054674.1 -          Esterase             PF00756.22   7.1e-22   72.8   0.0   1.2e-21   72.1   0.0   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1179501_evm.model.c7180000069556.1 -          Esterase_PHB         PF10503.11   3.8e-07   24.2   0.1   7.2e-07   23.3   0.1   1.4   1   0   0   1   1   1   1 -
Secreted_RAL_EPZ34924.1 -          Exop_C               PF18559.3    0.00049   14.4   0.0    0.0085   10.4   0.0   2.4   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1178757_evm.model.c7180000066629.1 -          Expansin_C           PF01357.23   1.4e-09   32.4   0.0   2.9e-09   31.4   0.0   1.5   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1183991_evm.model.c7180000087537.1 -          Expansin_C           PF01357.23   2.4e-05   18.9   0.1   5.6e-05   17.7   0.1   1.6   1   0   0   1   1   1   1 -
Secreted_CAL_XP_715565.1 -          FAM110_N             PF14161.8     0.0014   13.4   0.2    0.0022   12.8   0.2   1.2   1   0   0   1   1   1   1 -
Secreted_CMI_XP_006667961.1 -          FAM199X              PF15814.7        1.4    2.3  15.1         2    1.9  15.1   1.4   1   0   0   1   1   1   0 -
Secreted_CIM_XP_001240680.2 -          FAP                  PF07174.13     0.075    7.0  22.0       0.1    6.6  22.0   1.1   1   0   0   1   1   1   0 -
Secreted_CAL_XP_715565.1 -          FeoB_Cyto            PF17910.3     0.0013   13.9   0.5    0.0022   13.1   0.5   1.4   1   0   0   1   1   1   1 -
Secreted_CMI_XP_006667961.1 -          Filament_head        PF04732.16       1.5    4.4  24.1      0.96    5.0  21.5   1.9   1   1   1   2   2   2   0 -
Secreted_KPA_ANZ75361.1 -          FixG_C               PF11614.10    0.0033   12.2  35.9      0.62    4.8   0.2  11.3   6   4   6  12  12  12   3 -
Secreted_KPA_ANZ75360.1 -          FixG_C               PF11614.10    0.0053   11.5  35.4      0.73    4.6   0.1  11.2   6   4   6  12  12  12   3 -
Secreted_PIN_XP_002906408.1 -          FKS1_dom1            PF14288.8    4.7e-23   76.3   0.5   1.3e-22   74.9   0.5   1.8   1   0   0   1   1   1   1 -
Secreted_KPA_ANZ75360.1 -          Flocculin            PF00624.20    0.0016   13.2 253.4    0.0083   11.0   6.4  18.6  18   1   0  18  18  18  15 -
Secreted_KPA_ANZ75361.1 -          Flocculin            PF00624.20    0.0044   11.9 243.0    0.0076   11.1   6.4  17.6  17   1   0  17  17  17  14 -
Secreted_SPU_XP_016606241.1 -          FlxA                 PF14282.8        1.2    3.9  12.4     0.016    9.9   4.0   2.3   2   0   0   2   2   2   0 -
Secreted_PRU_jgi_Orpsp1_1_1178592_evm.model.c7180000065967.1 -          Fn3-like             PF14310.8    2.4e-19   63.8   0.7   8.3e-19   62.1   0.1   2.1   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1176522_evm.model.c7180000057932.1 -          Fn3-like             PF14310.8    1.1e-11   39.2   0.3   1.9e-10   35.3   0.0   2.9   3   0   0   3   3   3   1 -
Secreted_PRU_jgi_Orpsp1_1_1179675_evm.model.c7180000070299.1 -          FSA_C                PF10479.11       3.7    0.0  20.9       5.3   -0.5  20.9   1.1   1   0   0   1   1   1   0 -
Secreted_MAN_KID71022.1                                      -          FSA_C                PF10479.11       6.4   -0.8  15.7       8.1   -1.1  15.7   1.1   1   0   0   1   1   1   0 -
Secreted_AMA_KNE60532.1 -          FtsX                 PF02687.23       5.9    2.0  14.1     0.024    9.7   0.6   3.3   2   1   0   2   2   2   0 -
Secreted_SST_KIJ38682.1 -          Gaa1                 PF04114.16    0.0037   10.8   0.3    0.0038   10.8   0.3   1.0   1   0   0   1   1   1   1 -
Secreted_DDI_XP_646066.1 -          GIDA_C               PF13932.8      0.023    9.4   3.4     0.018    9.8   0.9   2.0   1   1   1   2   2   2   0 -
Secreted_KPA_ANZ76251.1 -          GLEYA                PF10528.11   4.3e-23   76.1   0.1   2.5e-22   73.7   0.1   2.5   1   0   0   1   1   1   1 -
Secreted_PIN_XP_002906408.1 -          Glucan_synthase      PF02364.17  2.6e-197  652.1  29.7  1.9e-178  589.7  15.6   3.9   2   1   1   3   3   3   2 -
Secreted_EMU_KAF7747203.1 -          Glycohydro_20b2      PF14845.8      2e-12   42.5   0.1     2e-12   42.5   0.1   3.1   2   1   0   2   2   2   1 -
Secreted_CAL_XP_715565.1  -          Glycohydro_20b2      PF14845.8     0.0024   13.1   2.9     0.003   12.7   2.9   1.4   1   1   0   1   1   1   1 -
Secreted_PEF_RQM09066.1 -          Glyco_hydro81C       PF17652.3    3.7e-80  264.3   4.1   5.2e-80  263.8   4.1   1.1   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1179755_evm.model.c7180000070662.1 -          Glyco_hydro_10       PF00331.22   1.2e-89  295.1   0.1   2.1e-89  294.3   0.1   1.4   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1181526_evm.model.c7180000077511.1 -          Glyco_hydro_10       PF00331.22   1.8e-87  288.0   0.0   1.8e-87  288.0   0.0   1.4   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1186194_evm.model.d7180000048808.1 -          Glyco_hydro_10       PF00331.22   7.9e-77  253.0   3.8   1.1e-76  252.6   3.8   1.1   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1185862_evm.model.c7180000095676.1 -          Glyco_hydro_10       PF00331.22   2.4e-69  228.4   2.1   3.5e-69  227.9   2.1   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1182596_evm.model.c7180000081926.1 -          Glyco_hydro_10       PF00331.22   0.00033   14.4   0.0    0.0005   13.8   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1175221_evm.model.c7180000053075.1 -          Glyco_hydro_114      PF03537.15   3.3e-65  214.1   0.0   5.9e-65  213.3   0.0   1.4   1   0   0   1   1   1   1 -
Secreted_EMU_KAF7741127.1   -          Glyco_hydro_16       PF00722.23   1.2e-35  117.1   1.0   1.9e-35  116.5   1.0   1.3   1   0   0   1   1   1   1 -
Secreted_PIN_XP_002906408.1 -          Glyco_hydro_16       PF00722.23     4e-06   21.0   0.0    0.0083   10.2   0.0   2.4   2   0   0   2   2   2   2 -
Secreted_EMU_KAF7747203.1 -          Glyco_hydro_20       PF00728.24   3.5e-49  162.5   0.5   3.5e-49  162.5   0.5   3.1   2   1   0   2   2   2   1 -
Secreted_EMU_KAF7747203.1 -          Glyco_hydro_20b      PF02838.17   0.00011   17.5   0.0   0.00011   17.5   0.0   2.6   2   1   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1176522_evm.model.c7180000057932.1 -          Glyco_hydro_3        PF00933.23   1.1e-43  144.3   0.0   2.6e-43  143.2   0.0   1.6   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1178592_evm.model.c7180000065967.1 -          Glyco_hydro_3        PF00933.23   3.5e-41  136.1   0.0   6.5e-41  135.3   0.0   1.4   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1178592_evm.model.c7180000065967.1 -          Glyco_hydro_3_C      PF01915.24   2.3e-55  182.2   0.0   5.7e-55  181.0   0.0   1.7   1   1   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176522_evm.model.c7180000057932.1 -          Glyco_hydro_3_C      PF01915.24   6.3e-53  174.3   0.0   1.7e-52  172.9   0.0   1.8   1   1   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176377_evm.model.c7180000057371.1 -          Glyco_hydro_42       PF02449.17   3.6e-05   17.8   0.1   6.2e-05   17.0   0.1   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1177178_evm.model.c7180000060467.1 -          Glyco_hydro_43       PF04616.16   5.5e-35  115.6   1.6   1.1e-34  114.5   1.6   1.4   1   0   0   1   1   1   1 -
Secreted_RMI_XP_023462804.1                                  -          Glyco_hydro_45       PF02015.18   1.2e-80  264.9  19.7   2.1e-80  264.1  19.7   1.3   1   0   0   1   1   1   1 -
Secreted_RMI_XP_023462805.1                                  -          Glyco_hydro_45       PF02015.18   1.7e-80  264.4  19.7   1.7e-80  264.4  19.7   1.4   2   0   0   2   2   2   1 -
Secreted_RMI_XP_023464313.1                                  -          Glyco_hydro_45       PF02015.18   6.2e-69  226.6  13.4   6.2e-69  226.6  13.4   1.8   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1176284_evm.model.c7180000057039.1 -          Glyco_hydro_45       PF02015.18   2.6e-21   71.1  10.8   2.6e-21   71.1  10.8   2.5   2   1   1   3   3   3   1 -
Secreted_PRU_jgi_Orpsp1_1_1188758_evm.model.d7180000067004.1 -          Glyco_hydro_59       PF02057.17   2.1e-12   41.4   3.3   1.1e-11   39.0   3.3   2.0   1   1   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1185671_evm.model.c7180000094801.1 -          Glyco_hydro_6        PF01341.19   7.5e-92  302.9   0.1   1.3e-91  302.1   0.1   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1186910_evm.model.d7180000054053.1 -          Glyco_hydro_6        PF01341.19   1.9e-91  301.6   0.1   2.7e-91  301.1   0.1   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1178780_evm.model.c7180000066708.1 -          Glyco_hydro_6        PF01341.19   2.4e-91  301.3   0.3   2.4e-91  301.3   0.3   1.6   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1177615_evm.model.c7180000062149.1 -          Glyco_hydro_6        PF01341.19   6.4e-91  299.8   0.1   6.4e-91  299.8   0.1   1.6   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1179248_evm.model.c7180000068602.1 -          Glyco_hydro_6        PF01341.19   6.4e-91  299.8   0.1     1e-90  299.2   0.1   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1188090_evm.model.d7180000062386.1 -          Glyco_hydro_6        PF01341.19     1e-90  299.1   1.0   1.3e-90  298.8   0.1   1.5   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1180976_evm.model.c7180000075322.1 -          Glyco_hydro_6        PF01341.19   1.1e-90  299.1   1.1   1.2e-90  298.9   0.1   1.5   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1177888_evm.model.c7180000063223.1 -          Glyco_hydro_6        PF01341.19   1.1e-90  299.1   1.1   1.2e-90  298.9   0.1   1.5   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1188210_evm.model.d7180000063222.1 -          Glyco_hydro_6        PF01341.19   1.1e-90  299.1   1.4   1.3e-90  298.8   0.1   1.6   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1174935_evm.model.c7180000052010.1 -          Glyco_hydro_6        PF01341.19   4.5e-90  297.1   0.3   4.5e-90  297.1   0.3   3.5   2   1   0   2   2   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176933_evm.model.c7180000059546.1 -          Glyco_hydro_6        PF01341.19   4.5e-90  297.1   0.3   4.5e-90  297.1   0.3   3.5   2   1   0   2   2   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1178674_evm.model.c7180000066294.1 -          Glyco_hydro_6        PF01341.19   5.5e-87  286.9   0.3   9.3e-87  286.2   0.3   1.4   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1192811_evm.model.d7180000096050.1 -          Glyco_hydro_6        PF01341.19   1.7e-85  282.0   0.1   2.5e-85  281.5   0.1   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176522_evm.model.c7180000057932.1 -          Glyco_hydro_6        PF01341.19   2.4e-73  242.1   0.4   3.9e-73  241.4   0.0   1.5   2   0   0   2   2   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1189758_evm.model.d7180000074221.1 -          Glyco_hydro_6        PF01341.19   7.1e-48  158.5   0.2   1.1e-47  157.8   0.2   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1177481_evm.model.c7180000061604.1 -          Glyco_hydro_6        PF01341.19     3e-44  146.6   0.1   5.2e-44  145.7   0.1   1.4   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1181066_evm.model.c7180000075698.1 -          Glyco_hydro_6        PF01341.19   2.1e-37  124.0   0.0   3.1e-37  123.5   0.0   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1175496_evm.model.c7180000054094.1 -          Glyco_hydro_6        PF01341.19   4.3e-36  119.8   0.1   6.5e-36  119.2   0.1   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1177561_evm.model.c7180000061923.1 -          Glyco_hydro_6        PF01341.19   9.1e-36  118.7   0.3   9.1e-36  118.7   0.3   1.6   2   0   0   2   2   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1182298_evm.model.c7180000080716.1 -          Glyco_hydro_6        PF01341.19   1.3e-35  118.1   0.2   2.1e-35  117.5   0.2   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1190807_evm.model.d7180000081332.1 -          Glyco_hydro_6        PF01341.19   7.8e-33  109.1   0.1   7.8e-33  109.1   0.1   1.5   2   0   0   2   2   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1182455_evm.model.c7180000081331.1 -          Glyco_hydro_6        PF01341.19   7.2e-32  105.9   0.2   7.2e-32  105.9   0.2   1.7   2   0   0   2   2   2   1 -
Secreted_THA_XP_024768150.1 -          Glyco_hydro_71       PF03659.16     1e-97  321.8   1.3   1.6e-97  321.2   1.3   1.2   1   0   0   1   1   1   1 -
Secreted_PEF_RQM09066.1 -          Glyco_hydro_81       PF03639.15   1.9e-61  202.5   0.3     3e-61  201.9   0.3   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1188758_evm.model.d7180000067004.1 -          Glyco_hydr_30_2      PF14587.8    3.4e-22   73.9  12.2   1.9e-20   68.2  12.2   2.3   1   1   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1189589_evm.model.d7180000073068.1 -          Glyco_hydr_30_2      PF14587.8    5.1e-07   24.0   0.6   9.6e-07   23.1   0.6   1.5   1   0   0   1   1   1   1 -
Secreted_FFL_RSL81790.1 -          Gram_pos_anchor      PF00746.23     0.022    9.3   2.7     0.047    8.3   2.7   1.6   1   0   0   1   1   1   0 -
Secreted_SST_KIJ25094.1 -          Gram_pos_anchor      PF00746.23      0.12    7.0   6.0       0.2    6.3   6.0   1.3   1   0   0   1   1   1   0 -
Secreted_PEF_RQM15584.1 -          Gram_pos_anchor      PF00746.23      0.97    4.1   8.3      0.23    6.1   0.7   2.6   2   1   0   2   2   2   0 -
Secreted_TMA_KAF8241160.1                  -          Granulin             PF00396.20    0.0007   14.3   1.7    0.0007   14.3   1.7   2.2   2   0   0   2   2   2   1 -
Secreted_FPI_EPT04793.1                    -          Granulin             PF00396.20     0.013   10.2  12.4    0.0095   10.7   0.8   3.3   3   0   0   3   3   3   0 -
Secreted_FFL_RSL89167.1                    -          Granulin             PF00396.20     0.026    9.3  32.4     0.042    8.6   3.8   3.8   3   1   1   4   4   4   0 -
Secreted_CMA_jgi_Corma2_600737_gw1.48.24.1 -          Granulin             PF00396.20      0.13    7.1  17.4        12    0.7  17.4   2.5   1   1   0   1   1   1   0 -
Secreted_FOL_RSM13162.1                    -          Granulin             PF00396.20      0.35    5.7  16.6       4.9    2.0  16.6   2.3   1   1   0   1   1   1   0 -
Secreted_FFL_RSL75198.1                    -          Granulin             PF00396.20      0.35    5.7  16.6       4.9    2.0  16.6   2.3   1   1   0   1   1   1   0 -
Secreted_CMI_XP_006667961.1                -          Granulin             PF00396.20      0.36    5.6  15.6      0.39    5.6   1.3   2.4   1   1   1   2   2   2   0 -
Secreted_FFL_RSL81790.1                    -          Granulin             PF00396.20       2.1    3.2  20.7      0.24    6.2   0.6   3.9   4   1   0   4   4   4   0 -
Secreted_POR_XP_003714394.1                -          Granulin             PF00396.20       3.2    2.6  20.9   3.8e+02   -5.0  20.9   2.8   1   1   0   1   1   1   0 -
Secreted_THA_XP_024780486.1 -          GREB1                PF15782.7       0.32    2.5   8.6      0.39    2.2   8.6   1.0   1   0   0   1   1   1   0 -
Secreted_EMU_KAF7747203.1   -          GREB1                PF15782.7        2.4   -0.4  25.5       3.4   -0.9  25.5   1.1   1   0   0   1   1   1   0 -
Secreted_UMA_XP_011391123.1 -          HAMP_2               PF18947.2    1.6e-07   25.8  11.9      0.33    5.6   0.0   8.6   5   2   4   9   9   9   5 -
Secreted_UMA_XP_011391123.1 -          HAUS-augmin3         PF14932.8       0.13    6.2   7.9     0.054    7.5   0.6   2.8   3   0   0   3   3   3   0 -
Secreted_FFL_RSL81790.1 -          HCV_NS5a_1a          PF08300.15    0.0013   13.5   4.1    0.0051   11.5   0.6   2.5   1   1   1   2   2   2   2 -
Secreted_PEF_RQM18203.1 -          HECT                 PF00632.27   1.6e-67  222.6   0.0   2.2e-67  222.2   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_SPU_XP_016606241.1 -          HEPN_AbiU2           PF18734.3     0.0075   10.2   3.0     0.006   10.5   0.8   1.9   2   0   0   2   2   2   1 -
Secreted_VNO_XP_028491998.1 -          HMGL-like            PF00682.21    0.0023   12.0   0.0    0.0025   11.9   0.0   1.0   1   0   0   1   1   1   1 -
Secreted_MAN_KID71615.1 -          HTH_51               PF18558.3    0.00064   14.2   1.6      0.59    4.7   0.0   3.0   1   1   2   3   3   3   3 -
Secreted_NCR_XP_956657.1                                     -          Hydrolase_4          PF12146.10   0.00098   12.9   0.0    0.0013   12.5   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1186991_evm.model.d7180000054674.1 -          Hydrolase_4          PF12146.10    0.0042   10.9   0.0    0.0069   10.1   0.0   1.4   1   1   0   1   1   1   1 -
Secreted_SST_KIJ25111.1                                                             -          Hydrophobin          PF01185.20   2.3e-30   99.7  10.0   2.6e-30   99.5  10.0   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ28121.1                                                             -          Hydrophobin          PF01185.20   7.8e-30   98.0  11.7   8.9e-30   97.8  11.7   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ28120.1                                                             -          Hydrophobin          PF01185.20   1.3e-29   97.3  11.3   1.5e-29   97.1  11.3   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ38668.1                                                             -          Hydrophobin          PF01185.20   1.6e-29   97.0  10.2     2e-29   96.7  10.2   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ38284.1                                                             -          Hydrophobin          PF01185.20   2.4e-29   96.4   9.5   2.7e-29   96.2   9.5   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ28295.1                                                             -          Hydrophobin          PF01185.20   2.4e-29   96.4  10.4     3e-29   96.1  10.4   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ28123.1                                                             -          Hydrophobin          PF01185.20     7e-29   94.9  10.1   7.9e-29   94.7  10.1   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ28119.1                                                             -          Hydrophobin          PF01185.20   7.3e-29   94.9  10.0   8.2e-29   94.7  10.0   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ38285.1                                                             -          Hydrophobin          PF01185.20   7.3e-29   94.8  10.7   8.3e-29   94.7  10.7   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ29213.1                                                             -          Hydrophobin          PF01185.20   7.8e-29   94.8   9.1   8.8e-29   94.6   9.1   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25107.1                                                             -          Hydrophobin          PF01185.20   8.2e-29   94.7  10.3   9.3e-29   94.5  10.3   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ38682.1                                                             -          Hydrophobin          PF01185.20   1.1e-28   94.3  10.3   1.4e-28   94.0  10.3   1.1   1   0   0   1   1   1   1 -
Secreted_TMA_KAF8235005.1                                                           -          Hydrophobin          PF01185.20   1.2e-28   94.2   9.6   1.3e-28   94.0   9.6   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25836.1                                                             -          Hydrophobin          PF01185.20   1.3e-28   94.1  11.1   1.4e-28   93.9  11.1   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48515.1                                                             -          Hydrophobin          PF01185.20   1.8e-28   93.6  10.6     2e-28   93.4  10.6   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48514.1                                                             -          Hydrophobin          PF01185.20   2.1e-28   93.4  12.6   2.3e-28   93.2  12.6   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25108.1                                                             -          Hydrophobin          PF01185.20   2.4e-28   93.2  12.0   2.7e-28   93.0  12.0   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ29214.1                                                             -          Hydrophobin          PF01185.20   2.7e-28   93.1  11.2     3e-28   92.9  11.2   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25843.1                                                             -          Hydrophobin          PF01185.20   3.8e-28   92.6  11.6   4.2e-28   92.4  11.6   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48484.1                                                             -          Hydrophobin          PF01185.20   4.8e-28   92.2  11.8   5.3e-28   92.1  11.8   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ29215.1                                                             -          Hydrophobin          PF01185.20     5e-28   92.2  11.9   5.6e-28   92.0  11.9   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ29928.1                                                             -          Hydrophobin          PF01185.20   7.1e-28   91.7   6.6   8.8e-28   91.4   6.6   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ40030.1                                                             -          Hydrophobin          PF01185.20   7.1e-28   91.7   6.6   8.8e-28   91.4   6.6   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48518.1                                                             -          Hydrophobin          PF01185.20     1e-27   91.2   9.7   1.2e-27   91.0   9.7   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48513.1                                                             -          Hydrophobin          PF01185.20   1.4e-27   90.8  10.8   1.6e-27   90.6  10.8   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ41357.1                                                             -          Hydrophobin          PF01185.20   1.8e-27   90.4   9.6   2.3e-27   90.0   9.6   1.1   1   0   0   1   1   1   1 -
